Id,SalePrice
1677,212758.74
1678,454512.31
1679,377731.64
1680,317458.65
1681,263162.84
1682,305398.07
1683,188934.92
1684,173857.8
1685,171580.55
1686,166649.81
1687,168639.46
1688,186863.9
1689,188675.54
1690,185746.37
1691,180024.41
1692,281599.67
1693,171349.22
1694,182419.11
1695,171770.62
1696,258806.55
1697,171420.83
1698,348114.29
1699,323322.07
1700,245213.55
1701,267580.48
1702,254416.54
1703,252559.89
1704,295098.91
1705,232888.07
1706,409470.62
1707,222843.12
1708,223425.27
1709,271678.59
1710,231375.04
1711,253133.35
1712,231209.07
1713,249412.34
1714,217720.59
1715,195788.5
1716,183784.62
1717,172386.4
1718,135990.23
1719,205881.9
1720,241225.94
1721,174695.83
1722,128663.75
1723,154274.66
1724,216048.98
1725,234592.47
1726,182799.0
1727,167741.82
1728,188132.15
1729,162106.78
1730,155554.53
1731,120990.49
1732,132926.03
1733,128861.83
1734,129199.75
1735,132467.0
1736,120954.5
1737,355570.33
1738,217128.14
1739,265578.43
1740,203526.93
1741,173903.83
1742,172846.22
1743,171932.0
1744,320860.6
1745,243631.67
1746,275676.13
1747,228766.07
1748,201938.0
1749,158453.74
1750,149613.87
1751,240489.65
1752,124480.0
1753,138590.55
1754,222130.3
1755,165390.64
1756,126061.09
1757,120953.5
1758,149411.96
1759,169828.0
1760,159906.5
1761,149304.24
1762,173853.0
1763,166696.0
1764,118706.0
1765,161227.82
1766,171923.0
1767,199892.24
1768,140512.25
1769,157133.8
1770,138923.0
1771,140780.0
1772,145024.5
1773,142742.75
1774,127794.9
1775,134482.75
1776,123422.5
1777,120065.0
1778,131665.75
1779,118595.25
1780,179567.45
1781,129998.84
1782,97240.25
1783,123606.05
1784,95257.76
1785,118742.63
1786,151722.07
1787,169235.52
1788,63441.3
1789,98343.48
1790,87439.04
1791,161283.74
1792,152735.34
1793,141093.77
1794,143313.25
1795,139159.75
1796,117353.73
1797,116713.35
1798,123030.05
1799,117601.99
1800,128559.0
1801,131680.78
1802,148524.03
1803,142675.32
1804,140967.2
1805,136880.1
1806,116987.54
1807,142832.75
1808,119799.97
1809,127203.5
1810,145147.84
1811,110533.82
1812,117348.32
1813,122240.8
1814,104974.63
1815,65908.76
1816,101655.8
1817,127054.54
1818,126152.64
1819,113682.28
1820,76547.15
1821,120146.54
1822,143199.04
1823,57868.48
1824,137344.5
1825,141235.87
1826,101675.33
1827,112299.5
1828,134622.84
1829,114920.84
1830,138047.5
1831,174841.9
1832,104645.32
1833,138681.75
1834,133617.04
1835,173433.72
1836,122712.54
1837,103654.3
1838,133776.25
1839,90045.0
1840,142422.36
1841,144039.16
1842,90676.47
1843,138480.09
1844,139452.99
1845,149034.58
1846,156179.0
1847,153614.64
1848,63549.61
1849,115681.96
1850,128413.0
1851,146874.0
1852,128209.1
1853,135629.25
1854,175376.34
1855,135150.29
1856,223360.68
1857,171858.21
1858,135511.45
1859,121383.46
1860,152645.02
1861,121383.46
1862,269040.96
1863,266907.91
1864,266907.91
1865,326712.35
1866,316202.93
1867,246747.88
1868,312019.4
1869,194981.57
1870,243320.38
1871,252018.08
1872,169221.96
1873,225359.36
1874,138725.25
1875,200878.34
1876,193705.32
1877,208502.7
1878,212472.04
1879,135283.85
1880,138403.13
1881,239934.92
1882,260610.66
1883,195886.5
1884,220433.76
1885,268879.41
1886,312829.23
1887,198032.05
1888,279390.62
1889,164068.56
1890,138011.09
1891,142483.6
1892,111280.33
1893,139741.83
1894,127724.0
1895,142303.5
1896,123888.0
1897,119092.73
1898,102689.26
1899,128348.48
1900,147204.17
1901,164201.93
1902,127057.18
1903,217987.69
1904,138318.75
1905,180705.02
1906,158636.39
1907,203083.8
1908,110763.9
1909,135356.66
1910,122101.73
1911,196769.42
1912,256953.69
1913,144984.68
1914,64349.92
1915,323090.03
1916,72399.51
1917,261648.28
1918,136301.5
1919,157734.61
1920,158083.94
1921,392338.77
1922,321347.75
1923,193576.52
1924,232519.84
1925,227463.11
1926,372313.34
1927,140813.25
1928,165544.22
1929,123099.49
1930,118751.25
1931,139458.77
1932,132059.05
1933,173848.0
1934,187610.5
1935,171956.3
1936,194918.0
1937,187513.4
1938,171469.19
1939,246688.77
1940,213591.64
1941,178841.0
1942,195221.47
1943,210760.3
1944,325968.15
1945,358764.12
1946,160869.92
1947,308739.26
1948,167926.08
1949,243344.38
1950,184826.6
1951,264842.04
1952,243784.23
1953,164242.0
1954,218700.58
1955,129122.64
1956,275933.93
1957,166168.22
1958,319846.91
1959,146240.63
1960,118156.75
1961,121098.1
1962,98442.5
1963,102371.83
1964,113068.16
1965,153118.54
1966,156242.7
1967,300586.58
1968,394284.31
1969,375174.14
1970,406127.55
1971,412613.42
1972,357698.62
1973,275457.04
1974,315426.42
1975,444145.35
1976,272665.73
1977,359629.81
1978,353362.56
1979,311750.82
1980,195582.84
1981,324975.99
1982,249831.96
1983,227396.06
1984,166364.95
1985,208408.94
1986,211191.59
1987,184869.37
1988,176743.39
1989,187199.73
1990,221308.05
1991,211200.33
1992,209731.9
1993,179307.76
1994,238686.95
1995,186319.05
1996,260796.05
1997,312246.42
1998,341650.13
1999,258112.11
2000,303676.38
2001,271647.56
2002,237569.51
2003,253395.82
2004,254419.9
2005,226290.69
2006,229889.87
2007,244693.93
2008,201279.63
2009,189493.5
2010,192234.55
2011,142106.53
2012,189683.44
2013,185947.72
2014,192817.0
2015,192862.16
2016,195113.5
2017,203930.49
2018,126485.85
2019,134304.5
2020,116499.5
2021,117238.82
2022,178938.82
2023,159848.07
2024,229479.64
2025,364535.32
2026,179335.29
2027,150021.24
2028,151642.55
2029,170761.53
2030,275302.21
2031,272796.23
2032,280736.53
2033,260796.94
2034,163397.15
2035,206404.08
2036,179950.82
2037,186760.32
2038,318342.23
2039,205184.3
2040,380790.35
2041,292975.71
2042,203266.15
2043,171812.9
2044,176052.28
2045,235532.02
2046,130769.0
2047,151353.31
2048,133168.0
2049,133708.0
2050,167380.4
2051,108144.0
2052,137097.25
2053,144229.75
2054,87898.11
2055,156316.5
2056,127263.04
2057,128104.55
2058,221904.44
2059,123119.68
2060,154255.75
2061,179221.76
2062,140899.0
2063,112856.0
2064,139287.0
2065,126679.5
2066,182061.28
2067,137635.69
2068,139309.4
2069,83830.93
2070,111629.96
2071,87741.0
2072,143367.46
2073,137172.1
2074,174932.27
2075,148453.25
2076,120020.0
2077,148512.5
2078,130069.5
2079,127635.88
2080,116351.3
2081,123189.58
2082,126866.0
2083,146738.93
2084,112196.0
2085,131111.6
2086,108207.84
2087,122198.3
2088,106449.86
2089,90595.3
2090,130962.98
2091,128184.1
2092,135495.92
2093,145242.49
2094,145127.83
2095,147219.32
2096,89019.11
2097,102407.0
2098,147477.0
2099,70410.88
2100,119472.0
2101,126967.44
2102,146028.79
2103,106216.0
2104,135122.0
2105,128075.0
2106,80913.11
2107,235122.15
2108,117442.88
2109,119797.15
2110,128925.33
2111,159152.1
2112,140350.34
2113,121805.5
2114,110446.33
2115,146384.0
2116,116454.85
2117,141111.13
2118,118355.0
2119,108892.43
2120,106555.83
2121,114636.9
2122,105502.5
2123,94439.04
2124,191642.89
2125,133697.03
2126,149436.75
2127,146981.62
2128,130892.33
2129,105444.73
2130,144072.52
2131,153662.41
2132,116489.05
2133,119572.64
2134,117641.0
2135,105819.86
2136,80088.61
2137,120952.8
2138,135762.83
2139,154445.0
2140,135161.75
2141,138867.7
2142,135142.39
2143,145709.83
2144,117280.18
2145,136774.75
2146,145609.5
2147,161075.58
2148,124399.93
2149,136162.5
2150,233306.95
2151,137051.9
2152,170450.62
2153,160820.25
2154,111874.61
2155,118606.37
2156,217807.53
2157,246423.48
2158,238072.04
2159,224301.58
2160,173911.73
2161,253640.48
2162,409738.0
2163,326361.65
2164,248769.93
2165,176613.72
2166,145068.1
2167,208077.2
2168,211088.5
2169,195649.65
2170,220065.05
2171,144301.86
2172,137002.47
2173,157219.88
2174,246980.87
2175,292663.41
2176,322428.49
2177,252568.63
2178,229519.84
2179,143148.5
2180,186395.64
2181,193166.38
2182,229541.25
2183,199928.38
2184,138126.25
2185,130104.59
2186,144936.83
2187,150253.6
2188,154500.46
2189,195473.04
2190,84737.0
2191,87978.0
2192,93483.26
2193,98932.5
2194,101656.83
2195,116794.25
2196,107681.27
2197,115676.12
2198,154780.12
2199,160263.14
2200,125645.29
2201,127737.4
2202,181016.5
2203,163671.08
2204,173502.95
2205,114881.13
2206,141089.0
2207,241768.42
2208,235226.4
2209,185200.64
2210,122922.9
2211,117965.75
2212,113333.04
2213,104583.54
2214,152576.35
2215,101448.0
2216,143683.75
2217,73058.05
2218,89898.22
2219,71250.02
2220,77064.45
2221,326850.73
2222,247278.74
2223,265882.4
2224,213270.06
2225,140464.71
2226,180319.14
2227,199976.91
2228,283068.31
2229,245307.18
2230,163137.69
2231,212997.29
2232,178358.06
2233,166921.84
2234,258413.6
2235,197197.82
2236,272756.42
2237,346178.43
2238,202745.65
2239,114360.64
2240,156100.0
2241,152128.59
2242,136648.0
2243,142343.24
2244,96717.5
2245,94743.0
2246,148059.25
2247,102814.5
2248,125227.0
2249,127564.0
2250,138573.0
2251,133432.22
2252,176990.24
2253,149580.62
2254,176580.58
2255,194079.36
2256,183249.9
2257,189688.02
2258,172332.84
2259,177892.4
2260,154979.5
2261,190758.35
2262,217517.65
2263,336363.63
2264,412607.79
2265,164115.0
2266,286344.04
2267,367001.76
2268,362372.98
2269,163142.28
2270,188907.3
2271,254912.11
2272,205736.45
2273,163163.0
2274,168705.19
2275,156434.5
2276,172516.02
2277,180438.0
2278,151963.74
2279,123994.88
2280,123506.0
2281,174926.61
2282,172229.11
2283,95653.0
2284,108161.04
2285,156121.5
2286,128371.0
2287,322841.35
2288,265422.46
2289,384476.31
2290,420975.97
2291,335340.95
2292,412243.67
2293,448625.81
2294,393995.81
2295,443552.82
2296,288493.1
2297,311940.14
2298,322377.59
2299,389581.81
2300,326152.87
2301,282876.54
2302,233811.75
2303,239007.04
2304,233770.69
2305,179335.39
2306,177848.71
2307,180379.83
2308,234826.7
2309,281823.03
2310,239334.62
2311,188087.17
2312,174279.22
2313,174794.12
2314,179021.12
2315,171805.55
2316,186591.28
2317,177266.02
2318,171252.72
2319,178547.41
2320,182258.53
2321,254693.57
2322,169072.05
2323,182371.18
2324,167882.94
2325,216800.06
2326,170536.8
2327,214282.3
2328,219728.13
2329,186961.32
2330,180124.5
2331,338894.85
2332,378394.76
2333,309291.19
2334,260042.06
2335,268536.61
2336,324434.91
2337,204518.54
2338,286211.14
2339,223732.34
2340,388788.15
2341,220126.12
2342,229442.01
2343,214093.08
2344,237765.21
2345,237178.46
2346,223772.12
2347,199731.01
2348,229810.75
2349,158579.45
2350,289339.31
2351,268449.54
2352,241122.08
2353,208069.8
2354,129977.94
2355,167117.35
2356,151276.16
2357,201527.56
2358,198874.2
2359,117639.87
2360,119299.0
2361,137369.96
2362,262517.24
2363,137938.28
2364,152749.66
2365,237476.64
2366,190450.31
2367,217559.11
2368,195005.47
2369,228080.28
2370,169285.0
2371,171646.22
2372,174309.02
2373,284145.77
2374,297861.07
2375,230596.44
2376,263501.94
2377,364858.69
2378,140043.75
2379,193720.0
2380,146339.5
2381,160707.5
2382,187253.61
2383,213564.3
2384,240669.17
2385,155931.5
2386,144730.75
2387,137788.75
2388,105656.0
2389,130779.33
2390,136495.0
2391,132560.1
2392,114928.1
2393,159785.21
2394,148003.5
2395,185047.75
2396,151412.32
2397,200455.74
2398,125918.0
2399,63531.15
2400,63624.52
2401,112715.0
2402,139758.5
2403,132506.83
2404,141933.5
2405,157443.5
2406,137285.5
2407,129614.08
2408,134131.39
2409,138109.25
2410,159719.75
2411,123809.0
2412,161736.57
2413,140265.0
2414,133417.58
2415,128603.22
2416,127751.09
2417,131551.5
2418,127768.8
2419,133491.84
2420,127539.1
2421,144019.32
2422,118406.0
2423,133898.39
2424,157273.18
2425,162427.85
2426,127388.05
2427,141378.4
2428,176734.0
2429,114342.0
2430,131340.58
2431,111596.49
2432,136572.5
2433,146677.0
2434,144202.87
2435,149277.47
2436,105554.0
2437,111209.94
2438,119613.99
2439,115481.6
2440,118865.41
2441,111042.0
2442,105529.74
2443,111956.4
2444,125110.04
2445,94907.5
2446,131447.53
2447,227517.06
2448,141489.34
2449,109266.5
2450,152680.39
2451,123609.78
2452,225030.15
2453,99486.05
2454,123918.23
2455,109349.63
2456,135710.02
2457,115907.7
2458,110284.54
2459,111707.83
2460,144812.23
2461,116257.0
2462,139608.55
2463,115285.0
2464,140024.44
2465,126641.25
2466,116568.47
2467,158593.36
2468,97585.16
2469,90422.47
2470,176725.4
2471,204930.88
2472,165092.46
2473,119490.0
2474,106072.5
2475,232515.84
2476,112696.15
2477,130375.83
2478,156863.82
2479,117684.48
2480,134297.4
2481,121776.52
2482,133009.6
2483,119523.66
2484,124439.83
2485,125992.3
2486,149508.25
2487,194858.72
2488,157304.94
2489,148044.65
2490,149462.5
2491,90504.29
2492,179766.0
2493,132267.0
2494,167595.88
2495,103098.86
2496,212584.69
2497,145486.9
2498,116626.66
2499,89430.5
2500,127656.0
2501,132330.69
2502,141159.75
2503,105675.0
2504,188619.24
2505,223030.58
2506,258435.27
2507,311293.12
2508,255743.98
2509,223882.89
2510,235050.52
2511,190951.18
2512,217724.25
2513,224165.68
2514,229607.54
2515,144034.63
2516,152830.99
2517,133611.5
2518,146150.32
2519,223478.88
2520,210075.7
2521,195153.3
2522,221388.95
2523,137849.5
2524,140349.68
2525,142973.0
2526,139389.72
2527,112556.0
2528,127341.66
2529,131563.0
2530,117349.0
2531,246666.33
2532,234058.87
2533,201116.75
2534,237964.3
2535,308876.01
2536,232658.59
2537,229161.5
2538,190401.9
2539,187983.31
2540,178498.39
2541,186459.86
2542,166552.86
2543,129545.0
2544,134190.87
2545,127325.54
2546,142788.75
2547,140323.5
2548,150131.72
2549,163937.34
2550,370542.61
2551,143190.83
2552,122647.38
2553,87156.41
2554,118028.63
2555,109256.54
2556,106161.82
2557,117454.59
2558,160383.09
2559,136611.48
2560,123447.54
2561,148265.9
2562,131088.86
2563,137256.58
2564,167943.55
2565,124332.68
2566,152553.48
2567,134922.35
2568,183446.76
2569,184597.46
2570,121820.23
2571,176067.06
2572,198531.51
2573,244474.56
2574,298129.87
2575,126418.25
2576,132215.5
2577,162390.21
2578,97773.5
2579,83975.83
2580,131549.28
2581,134984.92
2582,121971.75
2583,285070.89
2584,160776.26
2585,175721.76
2586,211238.65
2587,201595.98
2588,151563.76
2589,145472.5
2590,226649.42
2591,205875.1
2592,231190.04
2593,248190.92
2594,177344.84
2595,209745.67
2596,331671.5
2597,178598.78
2598,263740.28
2599,316568.8
2600,157538.81
2601,132441.82
2602,86874.0
2603,94081.5
2604,89927.5
2605,85458.26
2606,143969.7
2607,169056.0
2608,204351.79
2609,166081.87
2610,118685.0
2611,150037.72
2612,153043.36
2613,124775.5
2614,127415.83
2615,152600.75
2616,141300.75
2617,169158.46
2618,164374.14
2619,223084.72
2620,185613.5
2621,186087.2
2622,186055.42
2623,254636.18
2624,267536.33
2625,334549.92
2626,161970.0
2627,185085.75
2628,404027.97
2629,550870.82
2630,334881.36
2631,438193.58
2632,392288.41
2633,305446.13
2634,367448.39
2635,152514.74
2636,194621.3
2637,167347.4
2638,252069.72
2639,176977.82
2640,153782.0
2641,110285.73
2642,186527.66
2643,104897.83
2644,132200.0
2645,96108.0
2646,93715.0
2647,99472.0
2648,139379.5
2649,141747.79
2650,150191.3
2651,153821.9
2652,436278.7
2653,251949.37
2654,244961.77
2655,360596.32
2656,320335.88
2657,336714.89
2658,284350.61
2659,306343.94
2660,333380.38
2661,352026.95
2662,346880.53
2663,280044.87
2664,280598.21
2665,311246.44
2666,282826.51
2667,167588.06
2668,184990.55
2669,179320.37
2670,282916.15
2671,186930.49
2672,179391.27
2673,199986.54
2674,196269.85
2675,172904.69
2676,188505.6
2677,198680.14
2678,259637.74
2679,274662.62
2680,280765.7
2681,385427.01
2682,320376.14
2683,508066.88
2684,307264.4
2685,338798.73
2686,263015.55
2687,342518.39
2688,228956.64
2689,217253.27
2690,439741.94
2691,183359.86
2692,138632.17
2693,197695.28
2694,137658.98
2695,195707.61
2696,191474.6
2697,190205.36
2698,201838.0
2699,178901.15
2700,164450.14
2701,143774.29
2702,111813.68
2703,135965.36
2704,141213.5
2705,127295.82
2706,121357.0
2707,123259.8
2708,136063.59
2709,115420.76
2710,128837.1
2711,278070.1
2712,362903.02
2713,176548.2
2714,149319.12
2715,172359.32
2716,170891.94
2717,183675.9
2718,239563.18
2719,156607.75
2720,165344.15
2721,141175.7
2722,169215.74
2723,145958.35
2724,129199.5
2725,136199.5
2726,149350.25
2727,161797.16
2728,172199.82
2729,158019.62
2730,143113.75
2731,120423.5
2732,120837.3
2733,159246.75
2734,147150.98
2735,137853.75
2736,143636.75
2737,126601.8
2738,135581.22
2739,159303.5
2740,136091.0
2741,146859.5
2742,153680.0
2743,151317.87
2744,149742.5
2745,140973.5
2746,135413.5
2747,156421.4
2748,119519.19
2749,130696.75
2750,136997.5
2751,130396.0
2752,248340.53
2753,152220.11
2754,193609.78
2755,124810.0
2756,97554.35
2757,77059.33
2758,88923.04
2759,155094.82
2760,143432.86
2761,151231.0
2762,149274.5
2763,187443.72
2764,170860.31
2765,254290.1
2766,141946.18
2767,90909.0
2768,121159.9
2769,122652.84
2770,156495.04
2771,122800.5
2772,121291.19
2773,145151.51
2774,137810.25
2775,134621.75
2776,142686.45
2777,147389.5
2778,133028.66
2779,122637.0
2780,113881.9
2781,107248.13
2782,99164.0
2783,107487.28
2784,126204.6
2785,139980.19
2786,81491.94
2787,120342.37
2788,85841.11
2789,220901.74
2790,98862.49
2791,115623.53
2792,82849.61
2793,163625.25
2794,106809.91
2795,114768.0
2796,102136.0
2797,189555.76
2798,127893.66
2799,110943.86
2800,78683.15
2801,114605.85
2802,143291.92
2803,148247.74
2804,155030.24
2805,95632.0
2806,94431.0
2807,155812.83
2808,147512.96
2809,134726.1
2810,134151.39
2811,158241.82
2812,143846.27
2813,156240.26
2814,158805.91
2815,99361.83
2816,246498.25
2817,131859.5
2818,132226.1
2819,176022.52
2820,141018.25
2821,106955.15
2822,189630.32
2823,214812.14
2824,183949.8
2825,154670.03
2826,131943.05
2827,140572.34
2828,224573.34
2829,173874.27
2830,226814.86
2831,193017.03
2832,212426.23
2833,291784.25
2834,218092.24
2835,218162.13
2836,198836.35
2837,160660.14
2838,148157.5
2839,182181.27
2840,194453.84
2841,204234.03
2842,216292.19
2843,147292.77
2844,153968.91
2845,123845.0
2846,214009.98
2847,197540.9
2848,220310.93
2849,216838.49
2850,278473.33
2851,238977.94
2852,230739.29
2853,240582.65
2854,138672.6
2855,195518.0
2856,214394.46
2857,190085.57
2858,193360.16
2859,138933.83
2860,125819.13
2861,125265.54
2862,189354.41
2863,123143.66
2864,258477.51
2865,141446.83
2866,143704.03
2867,96906.0
2868,108230.55
2869,120089.25
2870,158382.22
2871,114661.32
2872,63544.64
2873,108526.54
2874,140453.5
2875,113321.04
2876,160031.84
2877,140005.1
2878,160019.0
2879,142725.34
2880,105374.83
2881,152134.94
2882,161843.82
2883,167005.8
2884,183940.65
2885,191004.48
2886,184805.15
2887,106140.73
2888,124524.83
2889,64874.58
2890,84136.61
2891,131690.0
2892,58307.98
2893,105618.82
2894,67825.69
2895,317885.63
2896,291474.59
2897,197176.72
2898,144517.41
2899,227974.04
2900,159228.5
2901,193093.16
2902,185421.8
2903,352202.6
2904,327111.95
2905,114726.46
2906,201842.89
2907,112626.62
2908,128864.0
2909,150068.66
2910,83675.5
2911,85916.0
2912,153560.25
2913,89281.5
2914,84325.93
2915,86398.0
2916,85303.5
2917,149113.46
2918,119116.5
2919,221547.36
